Unnamed: 0,Tweets,date tweets,Sentimen,remove_user,cleaning,case_folding,tokenisasi,normalisasi,stopword_removal,stemming,to_sentence
1199,@kegblgnunfaedh cara baca headlinenya gimana sih? jadi Gunung Bromo berubah jadi cople gitu terus lupa laporan klo ada kebaran? ato kebakaran gunung bromo gegara prewed orang jadi lapor minta maaf?,2023-09-18 02:17:06+00:00,2, cara baca headlinenya gimana sih? jadi Gunung Bromo berubah jadi cople gitu terus lupa laporan klo ada kebaran? ato kebakaran gunung bromo gegara prewed orang jadi lapor minta maaf?, cara baca headlinenya gimana sih jadi Gunung Bromo berubah jadi cople gitu terus lupa laporan klo ada kebaran ato kebakaran gunung bromo gegara prewed orang jadi lapor minta maaf , cara baca headlinenya gimana sih jadi gunung bromo berubah jadi cople gitu terus lupa laporan klo ada kebaran ato kebakaran gunung bromo gegara prewed orang jadi lapor minta maaf ,"['cara', 'baca', 'headlinenya', 'gimana', 'sih', 'jadi', 'gunung', 'bromo', 'berubah', 'jadi', 'cople', 'gitu', 'terus', 'lupa', 'laporan', 'klo', 'ada', 'kebaran', 'ato', 'kebakaran', 'gunung', 'bromo', 'gegara', 'prewed', 'orang', 'jadi', 'lapor', 'minta', 'maaf']","['cara', 'baca', 'headlinenya', 'bagaimana', 'sih', 'jadi', 'gunung', 'bromo', 'berubah', 'jadi', 'cople', 'begitu', 'terus', 'lupa', 'laporan', 'kalo', 'ada', 'kebaran', 'atau', 'kebakaran', 'gunung', 'bromo', 'gegara', 'prewed', 'orang', 'jadi', 'lapor', 'meminta', 'maaf']","['baca', 'headlinenya', 'gunung', 'bromo', 'berubah', 'cople', 'lupa', 'laporan', 'kebaran', 'kebakaran', 'gunung', 'bromo', 'gegara', 'prewed', 'orang', 'lapor', 'maaf']","['baca', 'headlinenya', 'gunung', 'bromo', 'ubah', 'cople', 'lupa', 'lapor', 'bar', 'bakar', 'gunung', 'bromo', 'gegara', 'prewed', 'orang', 'lapor', 'maaf']",baca headlinenya gunung bromo ubah cople lupa lapor bar bakar gunung bromo gegara prewed orang lapor maaf
1200,trailer kebakaran hutan bromo,2023-09-18 02:42:51+00:00,2,trailer kebakaran hutan bromo,trailer kebakaran hutan bromo,trailer kebakaran hutan bromo,"['trailer', 'kebakaran', 'hutan', 'bromo']","['trailer', 'kebakaran', 'hutan', 'bromo']","['trailer', 'kebakaran', 'hutan', 'bromo']","['trailer', 'bakar', 'hutan', 'bromo']",trailer bakar hutan bromo
1201,@detikcom Kalo pemerintah balik nuntut ganti rugi atas biaya pemadaman kebakaran bromo yg mencapai miliaran rupiah.. Mau bayar nggak?blm kerugian yg di rasakan oleh masyarakat sekitar bromo..... Wooyy.. Sadar wooy.... Jgn seenaknya main tuntut.. Sekali kali otaknya di pakai mikir,2023-09-18 02:43:55+00:00,1, Kalo pemerintah balik nuntut ganti rugi atas biaya pemadaman kebakaran bromo yg mencapai miliaran rupiah.. Mau bayar nggak?blm kerugian yg di rasakan oleh masyarakat sekitar bromo..... Wooyy.. Sadar wooy.... Jgn seenaknya main tuntut.. Sekali kali otaknya di pakai mikir, Kalo pemerintah balik nuntut ganti rugi atas biaya pemadaman kebakaran bromo mencapai miliaran rupiah Mau bayar nggak blm kerugian rasakan oleh masyarakat sekitar bromo Wooyy Sadar wooy Jgn seenaknya main tuntut Sekali kali otaknya pakai mikir, kalo pemerintah balik nuntut ganti rugi atas biaya pemadaman kebakaran bromo mencapai miliaran rupiah mau bayar nggak blm kerugian rasakan oleh masyarakat sekitar bromo wooyy sadar wooy jgn seenaknya main tuntut sekali kali otaknya pakai mikir,"['kalo', 'pemerintah', 'balik', 'nuntut', 'ganti', 'rugi', 'atas', 'biaya', 'pemadaman', 'kebakaran', 'bromo', 'mencapai', 'miliaran', 'rupiah', 'mau', 'bayar', 'nggak', 'blm', 'kerugian', 'rasakan', 'oleh', 'masyarakat', 'sekitar', 'bromo', 'wooyy', 'sadar', 'wooy', 'jgn', 'seenaknya', 'main', 'tuntut', 'sekali', 'kali', 'otaknya', 'pakai', 'mikir']","['kalo', 'pemerintah', 'balik', 'menuntut', 'ganti', 'rugi', 'atas', 'biaya', 'pemadaman', 'kebakaran', 'bromo', 'mencapai', 'miliaran', 'rupiah', 'mau', 'bayar', 'enggak', 'belum', 'kerugian', 'rasakan', 'oleh', 'masyarakat', 'sekitar', 'bromo', 'wooyy', 'sadar', 'wooy', 'jangan', 'seenaknya', 'main', 'tuntut', 'sekali', 'kali', 'otaknya', 'pakai', 'mikir']","['pemerintah', 'menuntut', 'ganti', 'rugi', 'biaya', 'pemadaman', 'kebakaran', 'bromo', 'mencapai', 'miliaran', 'rupiah', 'bayar', 'kerugian', 'rasakan', 'masyarakat', 'bromo', 'wooyy', 'sadar', 'wooy', 'main', 'tuntut', 'kali', 'otaknya', 'pakai', 'mikir']","['perintah', 'tuntut', 'ganti', 'rugi', 'biaya', 'madam', 'bakar', 'bromo', 'capai', 'miliar', 'rupiah', 'bayar', 'rugi', 'rasa', 'masyarakat', 'bromo', 'wooyy', 'sadar', 'wooy', 'main', 'tuntut', 'kali', 'otak', 'pakai', 'mikir']",perintah tuntut ganti rugi biaya madam bakar bromo capai miliar rupiah bayar rugi rasa masyarakat bromo wooyy sadar wooy main tuntut kali otak pakai mikir
1202,"@tanyakanrl Yg bikin Bromo kebakaran juga jahat. Mudah2an mbak nya ini, abis minta maaf ke Bapak driver, gak mengajukan tuntutan hukum ke maxim, produsen HP dia, ke yang gak bangunin dia, dan ke X. Harusnya X mengingatkan usernya, bangunin, kalau banyak respon twit yg belum di alas user",2023-09-18 02:48:42+00:00,1," Yg bikin Bromo kebakaran juga jahat. Mudah2an mbak nya ini, abis minta maaf ke Bapak driver, gak mengajukan tuntutan hukum ke maxim, produsen HP dia, ke yang gak bangunin dia, dan ke X. Harusnya X mengingatkan usernya, bangunin, kalau banyak respon twit yg belum di alas user", bikin Bromo kebakaran juga jahat Mudah mbak nya ini abis minta maaf Bapak driver gak mengajukan tuntutan hukum maxim produsen dia yang gak bangunin dia dan Harusnya mengingatkan usernya bangunin kalau banyak respon twit belum alas user, bikin bromo kebakaran juga jahat mudah mbak nya ini abis minta maaf bapak driver gak mengajukan tuntutan hukum maxim produsen dia yang gak bangunin dia dan harusnya mengingatkan usernya bangunin kalau banyak respon twit belum alas user,"['bikin', 'bromo', 'kebakaran', 'juga', 'jahat', 'mudah', 'mbak', 'nya', 'ini', 'abis', 'minta', 'maaf', 'bapak', 'driver', 'gak', 'mengajukan', 'tuntutan', 'hukum', 'maxim', 'produsen', 'dia', 'yang', 'gak', 'bangunin', 'dia', 'dan', 'harusnya', 'mengingatkan', 'usernya', 'bangunin', 'kalau', 'banyak', 'respon', 'twit', 'belum', 'alas', 'user']","['bikin', 'bromo', 'kebakaran', 'juga', 'jahat', 'mudah', 'mbak', 'nya', 'ini', 'habis', 'meminta', 'maaf', 'bapak', 'driver', 'enggak', 'mengajukan', 'tuntutan', 'hukum', 'maxim', 'produsen', 'dia', 'yang', 'enggak', 'bangunin', 'dia', 'dan', 'harusnya', 'mengingatkan', 'usernya', 'bangunin', 'kalau', 'banyak', 'respon', 'twit', 'belum', 'alas', 'user']","['bikin', 'bromo', 'kebakaran', 'jahat', 'mudah', 'mbak', 'habis', 'maaf', 'driver', 'mengajukan', 'tuntutan', 'hukum', 'maxim', 'produsen', 'bangunin', 'usernya', 'bangunin', 'respon', 'twit', 'alas', 'user']","['bikin', 'bromo', 'bakar', 'jahat', 'mudah', 'mbak', 'habis', 'maaf', 'driver', 'aju', 'tuntut', 'hukum', 'maxim', 'produsen', 'bangunin', 'usernya', 'bangunin', 'respon', 'twit', 'alas', 'user']",bikin bromo bakar jahat mudah mbak habis maaf driver aju tuntut hukum maxim produsen bangunin usernya bangunin respon twit alas user
1203,"Orang2 payah"" akan salahkan angin. Di tragedi Kanjuruhan, salah angin. Di penggusuran P Rempang, salah angin. Di kasus kebakaran bukit Teletubbies Bromo, salah angin. Di kasus mati mendadak, salah angin (angin duduk). Duduk atau berdiri..angin hrs salah🤭😂🤣 @PostTechSoFi $post""",2023-09-18 03:21:11+00:00,3,"Orang2 payah"" akan salahkan angin. Di tragedi Kanjuruhan, salah angin. Di penggusuran P Rempang, salah angin. Di kasus kebakaran bukit Teletubbies Bromo, salah angin. Di kasus mati mendadak, salah angin (angin duduk). Duduk atau berdiri..angin hrs salah🤭😂🤣  $post""",Orang payah akan salahkan angin tragedi Kanjuruhan salah angin penggusuran Rempang salah angin kasus kebakaran bukit Teletubbies Bromo salah angin kasus mati mendadak salah angin angin duduk Duduk atau berdiri angin hrs salah ,orang payah akan salahkan angin tragedi kanjuruhan salah angin penggusuran rempang salah angin kasus kebakaran bukit teletubbies bromo salah angin kasus mati mendadak salah angin angin duduk duduk atau berdiri angin hrs salah ,"['orang', 'payah', 'akan', 'salahkan', 'angin', 'tragedi', 'kanjuruhan', 'salah', 'angin', 'penggusuran', 'rempang', 'salah', 'angin', 'kasus', 'kebakaran', 'bukit', 'teletubbies', 'bromo', 'salah', 'angin', 'kasus', 'mati', 'mendadak', 'salah', 'angin', 'angin', 'duduk', 'duduk', 'atau', 'berdiri', 'angin', 'hrs', 'salah']","['orang', 'payah', 'akan', 'salahkan', 'angin', 'tragedi', 'kanjuruhan', 'salah', 'angin', 'penggusuran', 'rempang', 'salah', 'angin', 'kasus', 'kebakaran', 'bukit', 'teletubbies', 'bromo', 'salah', 'angin', 'kasus', 'mati', 'mendadak', 'salah', 'angin', 'angin', 'duduk', 'duduk', 'atau', 'berdiri', 'angin', 'harus', 'salah']","['orang', 'payah', 'salahkan', 'angin', 'tragedi', 'kanjuruhan', 'salah', 'angin', 'penggusuran', 'rempang', 'salah', 'angin', 'kebakaran', 'bukit', 'teletubbies', 'bromo', 'salah', 'angin', 'mati', 'mendadak', 'salah', 'angin', 'angin', 'duduk', 'duduk', 'berdiri', 'angin', 'salah']","['orang', 'payah', 'salah', 'angin', 'tragedi', 'kanjuruhan', 'salah', 'angin', 'gusur', 'rempang', 'salah', 'angin', 'bakar', 'bukit', 'teletubbies', 'bromo', 'salah', 'angin', 'mati', 'dadak', 'salah', 'angin', 'angin', 'duduk', 'duduk', 'diri', 'angin', 'salah']",orang payah salah angin tragedi kanjuruhan salah angin gusur rempang salah angin bakar bukit teletubbies bromo salah angin mati dadak salah angin angin duduk duduk diri angin salah
1204,@AswaTaksaka Jadi kalau kebakaran lereng gunung bromo adalah kesalahan petugas karena ga ada kasih tahu aturan ga boleh bakar flare 🤭,2023-09-18 03:49:17+00:00,2, Jadi kalau kebakaran lereng gunung bromo adalah kesalahan petugas karena ga ada kasih tahu aturan ga boleh bakar flare 🤭, Jadi kalau kebakaran lereng gunung bromo adalah kesalahan petugas karena ada kasih tahu aturan boleh bakar flare , jadi kalau kebakaran lereng gunung bromo adalah kesalahan petugas karena ada kasih tahu aturan boleh bakar flare ,"['jadi', 'kalau', 'kebakaran', 'lereng', 'gunung', 'bromo', 'adalah', 'kesalahan', 'petugas', 'karena', 'ada', 'kasih', 'tahu', 'aturan', 'boleh', 'bakar', 'flare']","['jadi', 'kalau', 'kebakaran', 'lereng', 'gunung', 'bromo', 'adalah', 'kesalahan', 'petugas', 'karena', 'ada', 'kasih', 'tahu', 'aturan', 'boleh', 'bakar', 'flare']","['kebakaran', 'lereng', 'gunung', 'bromo', 'kesalahan', 'petugas', 'kasih', 'aturan', 'bakar', 'flare']","['bakar', 'lereng', 'gunung', 'bromo', 'salah', 'tugas', 'kasih', 'atur', 'bakar', 'flare']",bakar lereng gunung bromo salah tugas kasih atur bakar flare
1205,@tanyakanrl Rem blong pas ke bromo pake motor matic Kebakaran gas di kosan,2023-09-18 04:04:52+00:00,2, Rem blong pas ke bromo pake motor matic Kebakaran gas di kosan, Rem blong pas bromo pake motor matic Kebakaran gas kosan, rem blong pas bromo pake motor matic kebakaran gas kosan,"['rem', 'blong', 'pas', 'bromo', 'pake', 'motor', 'matic', 'kebakaran', 'gas', 'kosan']","['rem', 'blong', 'pas', 'bromo', 'pakai', 'motor', 'matic', 'kebakaran', 'gas', 'kosan']","['rem', 'blong', 'pas', 'bromo', 'pakai', 'motor', 'matic', 'kebakaran', 'gas', 'kosan']","['rem', 'blong', 'pas', 'bromo', 'pakai', 'motor', 'matic', 'bakar', 'gas', 'kosan']",rem blong pas bromo pakai motor matic bakar gas kosan
1206,"@anak_legal 4. Ada gak kebiasan tentang larangan dll 5. Ada gak bayangan kalau main flare di bromo bisa menyebabkan kebakaran atau gak. Kalau yang bersangkutan"" tidak membayangkan kalau main flare bisa menyebabkan kebakaran , ini merupakan culpa""",2023-09-18 04:40:28+00:00,2," 4. Ada gak kebiasan tentang larangan dll 5. Ada gak bayangan kalau main flare di bromo bisa menyebabkan kebakaran atau gak. Kalau yang bersangkutan"" tidak membayangkan kalau main flare bisa menyebabkan kebakaran , ini merupakan culpa""", Ada gak kebiasan tentang larangan dll Ada gak bayangan kalau main flare bromo bisa menyebabkan kebakaran atau gak Kalau yang bersangkutan tidak membayangkan kalau main flare bisa menyebabkan kebakaran ini merupakan culpa , ada gak kebiasan tentang larangan dll ada gak bayangan kalau main flare bromo bisa menyebabkan kebakaran atau gak kalau yang bersangkutan tidak membayangkan kalau main flare bisa menyebabkan kebakaran ini merupakan culpa ,"['ada', 'gak', 'kebiasan', 'tentang', 'larangan', 'dll', 'ada', 'gak', 'bayangan', 'kalau', 'main', 'flare', 'bromo', 'bisa', 'menyebabkan', 'kebakaran', 'atau', 'gak', 'kalau', 'yang', 'bersangkutan', 'tidak', 'membayangkan', 'kalau', 'main', 'flare', 'bisa', 'menyebabkan', 'kebakaran', 'ini', 'merupakan', 'culpa']","['ada', 'enggak', 'kebiasan', 'tentang', 'larangan', 'dll', 'ada', 'enggak', 'bayangan', 'kalau', 'main', 'flare', 'bromo', 'bisa', 'menyebabkan', 'kebakaran', 'atau', 'enggak', 'kalau', 'yang', 'bersangkutan', 'tidak', 'membayangkan', 'kalau', 'main', 'flare', 'bisa', 'menyebabkan', 'kebakaran', 'ini', 'merupakan', 'culpa']","['kebiasan', 'larangan', 'dll', 'bayangan', 'main', 'flare', 'bromo', 'menyebabkan', 'kebakaran', 'bersangkutan', 'membayangkan', 'main', 'flare', 'menyebabkan', 'kebakaran', 'culpa']","['bias', 'larang', 'dll', 'bayang', 'main', 'flare', 'bromo', 'sebab', 'bakar', 'sangkut', 'bayang', 'main', 'flare', 'sebab', 'bakar', 'culpa']",bias larang dll bayang main flare bromo sebab bakar sangkut bayang main flare sebab bakar culpa
1207,@honeyybaniswiti Kebakaran hutan di Bromo,2023-09-18 04:51:53+00:00,1, Kebakaran hutan di Bromo, Kebakaran hutan Bromo, kebakaran hutan bromo,"['kebakaran', 'hutan', 'bromo']","['kebakaran', 'hutan', 'bromo']","['kebakaran', 'hutan', 'bromo']","['bakar', 'hutan', 'bromo']",bakar hutan bromo
1208,Bromo nya keburu kebakaran :(,2023-09-18 05:26:53+00:00,1,Bromo nya keburu kebakaran :(,Bromo nya keburu kebakaran ,bromo nya keburu kebakaran ,"['bromo', 'nya', 'keburu', 'kebakaran']","['bromo', 'nya', 'keburu', 'kebakaran']","['bromo', 'keburu', 'kebakaran']","['bromo', 'keburu', 'bakar']",bromo keburu bakar
1209,September 2023. Semoga kasus ini segera terungkap dan pelaku dapat diadili dengan tegas! #KebakaranBromo #PolisiTuntas,2023-09-18 05:28:36+00:00,3,September 2023. Semoga kasus ini segera terungkap dan pelaku dapat diadili dengan tegas! #KebakaranBromo #PolisiTuntas,September Semoga kasus ini segera terungkap dan pelaku dapat diadili dengan tegas KebakaranBromo PolisiTuntas,september semoga kasus ini segera terungkap dan pelaku dapat diadili dengan tegas kebakaranbromo polisituntas,"['september', 'semoga', 'kasus', 'ini', 'segera', 'terungkap', 'dan', 'pelaku', 'dapat', 'diadili', 'dengan', 'tegas', 'kebakaranbromo', 'polisituntas']","['september', 'semoga', 'kasus', 'ini', 'segera', 'terungkap', 'dan', 'pelaku', 'dapat', 'diadili', 'dengan', 'tegas', 'kebakaranbromo', 'polisituntas']","['september', 'semoga', 'terungkap', 'pelaku', 'diadili', 'kebakaranbromo', 'polisituntas']","['september', 'moga', 'ungkap', 'laku', 'adil', 'kebakaranbromo', 'polisituntas']",september moga ungkap laku adil kebakaranbromo polisituntas
1210,@KompasTV Selama ini SBY diatas gunung apa ya..? Kok mau turun gunung..?? Apa Karena Bromo baru abis kebakaran..?,2023-09-18 06:11:02+00:00,2, Selama ini SBY diatas gunung apa ya..? Kok mau turun gunung..?? Apa Karena Bromo baru abis kebakaran..?, Selama ini SBY diatas gunung apa Kok mau turun gunung Apa Karena Bromo baru abis kebakaran , selama ini sby diatas gunung apa kok mau turun gunung apa karena bromo baru abis kebakaran ,"['selama', 'ini', 'sby', 'diatas', 'gunung', 'apa', 'kok', 'mau', 'turun', 'gunung', 'apa', 'karena', 'bromo', 'baru', 'abis', 'kebakaran']","['selama', 'ini', 'surabaya', 'diatas', 'gunung', 'apa', 'kok', 'mau', 'turun', 'gunung', 'apa', 'karena', 'bromo', 'baru', 'habis', 'kebakaran']","['surabaya', 'diatas', 'gunung', 'turun', 'gunung', 'bromo', 'habis', 'kebakaran']","['surabaya', 'atas', 'gunung', 'turun', 'gunung', 'bromo', 'habis', 'bakar']",surabaya atas gunung turun gunung bromo habis bakar
1211,"@kompascom Air 5 botol🤣🤣🤣, buat nyuci otak kalian aja gak cukup para tersangka😡😡,, u harus membayar ini semua dengan hukum yg berlaku, 1 kalian udh buat bromo rusak, 2, kalian  udh menghilangkan omset pedagang2 kecil d kawasan itu selama kejadian kebakaran😡😡😡",2023-09-18 07:30:23+00:00,1," Air 5 botol🤣🤣🤣, buat nyuci otak kalian aja gak cukup para tersangka😡😡,, u harus membayar ini semua dengan hukum yg berlaku, 1 kalian udh buat bromo rusak, 2, kalian  udh menghilangkan omset pedagang2 kecil d kawasan itu selama kejadian kebakaran😡😡😡", Air botol buat nyuci otak kalian aja gak cukup para tersangka harus membayar ini semua dengan hukum berlaku kalian udh buat bromo rusak kalian udh menghilangkan omset pedagang kecil kawasan itu selama kejadian kebakaran , air botol buat nyuci otak kalian aja gak cukup para tersangka harus membayar ini semua dengan hukum berlaku kalian udh buat bromo rusak kalian udh menghilangkan omset pedagang kecil kawasan itu selama kejadian kebakaran ,"['air', 'botol', 'buat', 'nyuci', 'otak', 'kalian', 'aja', 'gak', 'cukup', 'para', 'tersangka', 'harus', 'membayar', 'ini', 'semua', 'dengan', 'hukum', 'berlaku', 'kalian', 'udh', 'buat', 'bromo', 'rusak', 'kalian', 'udh', 'menghilangkan', 'omset', 'pedagang', 'kecil', 'kawasan', 'itu', 'selama', 'kejadian', 'kebakaran']","['air', 'botol', 'buat', 'nyuci', 'otak', 'kalian', 'saja', 'enggak', 'cukup', 'para', 'tersangka', 'harus', 'membayar', 'ini', 'semua', 'dengan', 'hukum', 'berlaku', 'kalian', 'sudah', 'buat', 'bromo', 'rusak', 'kalian', 'sudah', 'menghilangkan', 'omset', 'pedagang', 'kecil', 'kawasan', 'itu', 'selama', 'kejadian', 'kebakaran']","['air', 'botol', 'nyuci', 'otak', 'tersangka', 'membayar', 'hukum', 'berlaku', 'bromo', 'rusak', 'menghilangkan', 'omset', 'pedagang', 'kawasan', 'kejadian', 'kebakaran']","['air', 'botol', 'nyuci', 'otak', 'sangka', 'bayar', 'hukum', 'laku', 'bromo', 'rusak', 'hilang', 'omset', 'dagang', 'kawasan', 'jadi', 'bakar']",air botol nyuci otak sangka bayar hukum laku bromo rusak hilang omset dagang kawasan jadi bakar
1212,Makin lama makin terkuak ketidakwarasan pasangan ini dan pengacaranya. #Bromo #kebakaran,2023-09-18 07:32:12+00:00,1,Makin lama makin terkuak ketidakwarasan pasangan ini dan pengacaranya. #Bromo #kebakaran,Makin lama makin terkuak ketidakwarasan pasangan ini dan pengacaranya Bromo kebakaran,makin lama makin terkuak ketidakwarasan pasangan ini dan pengacaranya bromo kebakaran,"['makin', 'lama', 'makin', 'terkuak', 'ketidakwarasan', 'pasangan', 'ini', 'dan', 'pengacaranya', 'bromo', 'kebakaran']","['makin', 'lama', 'makin', 'terkuak', 'ketidakwarasan', 'pasangan', 'ini', 'dan', 'pengacaranya', 'bromo', 'kebakaran']","['terkuak', 'ketidakwarasan', 'pasangan', 'pengacaranya', 'bromo', 'kebakaran']","['kuak', 'ketidakwarasan', 'pasang', 'acara', 'bromo', 'bakar']",kuak ketidakwarasan pasang acara bromo bakar
1213,@kompascom Lucu sekali ini barang kalau misal penjaga bromo nya yang harus bertanggung jawab atas kebakaran 😌,2023-09-18 08:37:39+00:00,3, Lucu sekali ini barang kalau misal penjaga bromo nya yang harus bertanggung jawab atas kebakaran 😌, Lucu sekali ini barang kalau misal penjaga bromo nya yang harus bertanggung jawab atas kebakaran , lucu sekali ini barang kalau misal penjaga bromo nya yang harus bertanggung jawab atas kebakaran ,"['lucu', 'sekali', 'ini', 'barang', 'kalau', 'misal', 'penjaga', 'bromo', 'nya', 'yang', 'harus', 'bertanggung', 'jawab', 'atas', 'kebakaran']","['lucu', 'sekali', 'ini', 'barang', 'kalau', 'misal', 'penjaga', 'bromo', 'nya', 'yang', 'harus', 'bertanggung', 'jawab', 'atas', 'kebakaran']","['lucu', 'barang', 'penjaga', 'bromo', 'bertanggung', 'kebakaran']","['lucu', 'barang', 'jaga', 'bromo', 'tanggung', 'bakar']",lucu barang jaga bromo tanggung bakar
1214,"Ish aku yg pengen bgt prewednya nanti di Bromo. Tapi setelah ada kejadian kebakaran, jadi mikir-mikir lagi. Wkwkwk",2023-09-18 09:21:48+00:00,3,"Ish aku yg pengen bgt prewednya nanti di Bromo. Tapi setelah ada kejadian kebakaran, jadi mikir-mikir lagi. Wkwkwk",Ish aku pengen bgt prewednya nanti Bromo Tapi setelah ada kejadian kebakaran jadi mikir mikir lagi Wkwkwk,ish aku pengen bgt prewednya nanti bromo tapi setelah ada kejadian kebakaran jadi mikir mikir lagi wkwkwk,"['ish', 'aku', 'pengen', 'bgt', 'prewednya', 'nanti', 'bromo', 'tapi', 'setelah', 'ada', 'kejadian', 'kebakaran', 'jadi', 'mikir', 'mikir', 'lagi', 'wkwkwk']","['ish', 'aku', 'pengin', 'banget', 'prewednya', 'nanti', 'bromo', 'tapi', 'setelah', 'ada', 'kejadian', 'kebakaran', 'jadi', 'mikir', 'mikir', 'lagi', 'wkwkwk']","['ish', 'pengin', 'banget', 'prewednya', 'bromo', 'kejadian', 'kebakaran', 'mikir', 'mikir', 'wkwkwk']","['ish', 'pengin', 'banget', 'prewednya', 'bromo', 'jadi', 'bakar', 'mikir', 'mikir', 'wkwkwk']",ish pengin banget prewednya bromo jadi bakar mikir mikir wkwkwk
1215,@pandji Kebakaran Bromo udh belum bang?,2023-09-18 09:48:57+00:00,1, Kebakaran Bromo udh belum bang?, Kebakaran Bromo udh belum bang , kebakaran bromo udh belum bang ,"['kebakaran', 'bromo', 'udh', 'belum', 'bang']","['kebakaran', 'bromo', 'sudah', 'belum', 'bang']","['kebakaran', 'bromo', 'bang']","['bakar', 'bromo', 'bang']",bakar bromo bang
1216,"Banyak banget kebakaran saat ini, setelah berita bromo",2023-09-18 11:13:45+00:00,1,"Banyak banget kebakaran saat ini, setelah berita bromo",Banyak banget kebakaran saat ini setelah berita bromo,banyak banget kebakaran saat ini setelah berita bromo,"['banyak', 'banget', 'kebakaran', 'saat', 'ini', 'setelah', 'berita', 'bromo']","['banyak', 'banget', 'kebakaran', 'saat', 'ini', 'setelah', 'berita', 'bromo']","['banget', 'kebakaran', 'berita', 'bromo']","['banget', 'bakar', 'berita', 'bromo']",banget bakar berita bromo
1217,"Pengen ke bromo tapi bromonya kebakaran, kapan ya bisa bagus lagi",2023-09-18 11:28:28+00:00,2,"Pengen ke bromo tapi bromonya kebakaran, kapan ya bisa bagus lagi",Pengen bromo tapi bromonya kebakaran kapan bisa bagus lagi,pengen bromo tapi bromonya kebakaran kapan bisa bagus lagi,"['pengen', 'bromo', 'tapi', 'bromonya', 'kebakaran', 'kapan', 'bisa', 'bagus', 'lagi']","['pengin', 'bromo', 'tapi', 'bromonya', 'kebakaran', 'kapan', 'bisa', 'bagus', 'lagi']","['pengin', 'bromo', 'bromonya', 'kebakaran', 'bagus']","['pengin', 'bromo', 'bromonya', 'bakar', 'bagus']",pengin bromo bromonya bakar bagus
1218,"@convomf bayi yang ketuker di salah satu rs di kab.bogor, antam kalah gugat 1,1 ton emas, kebakaran lahan di bromo (pidana, perdata), si kembar pelaku penipuan rihana-rihani (pidana, perdata)",2023-09-18 12:01:26+00:00,1," bayi yang ketuker di salah satu rs di kab.bogor, antam kalah gugat 1,1 ton emas, kebakaran lahan di bromo (pidana, perdata), si kembar pelaku penipuan rihana-rihani (pidana, perdata)", bayi yang ketuker salah satu kab bogor antam kalah gugat ton emas kebakaran lahan bromo pidana perdata kembar pelaku penipuan rihana rihani pidana perdata , bayi yang ketuker salah satu kab bogor antam kalah gugat ton emas kebakaran lahan bromo pidana perdata kembar pelaku penipuan rihana rihani pidana perdata ,"['bayi', 'yang', 'ketuker', 'salah', 'satu', 'kab', 'bogor', 'antam', 'kalah', 'gugat', 'ton', 'emas', 'kebakaran', 'lahan', 'bromo', 'pidana', 'perdata', 'kembar', 'pelaku', 'penipuan', 'rihana', 'rihani', 'pidana', 'perdata']","['bayi', 'yang', 'tertukar', 'salah', 'satu', 'kab', 'bogor', 'antam', 'kalah', 'gugat', 'ton', 'emas', 'kebakaran', 'lahan', 'bromo', 'pidana', 'perdata', 'kembar', 'pelaku', 'penipuan', 'rihana', 'rihani', 'pidana', 'perdata']","['bayi', 'tertukar', 'salah', 'kab', 'bogor', 'antam', 'kalah', 'gugat', 'ton', 'emas', 'kebakaran', 'lahan', 'bromo', 'pidana', 'perdata', 'kembar', 'pelaku', 'penipuan', 'rihana', 'rihani', 'pidana', 'perdata']","['bayi', 'tukar', 'salah', 'kab', 'bogor', 'antam', 'kalah', 'gugat', 'ton', 'emas', 'bakar', 'lahan', 'bromo', 'pidana', 'perdata', 'kembar', 'laku', 'tipu', 'rihana', 'rihani', 'pidana', 'perdata']",bayi tukar salah kab bogor antam kalah gugat ton emas bakar lahan bromo pidana perdata kembar laku tipu rihana rihani pidana perdata
1219,"destinasi wisata yg mau digas besok knp bermasalah semua yak, kmrn dah mau beli tiket ke bromo buat oktober tp kebakaran trus skrg karimun😵‍💫",2023-09-18 13:04:21+00:00,1,"destinasi wisata yg mau digas besok knp bermasalah semua yak, kmrn dah mau beli tiket ke bromo buat oktober tp kebakaran trus skrg karimun😵‍💫",destinasi wisata mau digas besok knp bermasalah semua yak kmrn dah mau beli tiket bromo buat oktober kebakaran trus skrg karimun ,destinasi wisata mau digas besok knp bermasalah semua yak kmrn dah mau beli tiket bromo buat oktober kebakaran trus skrg karimun ,"['destinasi', 'wisata', 'mau', 'digas', 'besok', 'knp', 'bermasalah', 'semua', 'yak', 'kmrn', 'dah', 'mau', 'beli', 'tiket', 'bromo', 'buat', 'oktober', 'kebakaran', 'trus', 'skrg', 'karimun']","['destinasi', 'wisata', 'mau', 'digas', 'besok', 'kenapa', 'bermasalah', 'semua', 'ya', 'kemarin', 'deh', 'mau', 'beli', 'tiket', 'bromo', 'buat', 'oktober', 'kebakaran', 'terus', 'sekarang', 'karimun']","['destinasi', 'wisata', 'digas', 'besok', 'bermasalah', 'kemarin', 'deh', 'beli', 'tiket', 'bromo', 'oktober', 'kebakaran', 'karimun']","['destinasi', 'wisata', 'gas', 'besok', 'masalah', 'kemarin', 'deh', 'beli', 'tiket', 'bromo', 'oktober', 'bakar', 'karimun']",destinasi wisata gas besok masalah kemarin deh beli tiket bromo oktober bakar karimun
